PumpId,month,MeasurementDate,year,TAN,WaterContentPct,ImpuritiesPct,FlashPointC,MeanVibration,MeanOilTemp,OperatingHours,is_forecast
1,60,2031-03-08 12:55:00.119891+00:00,2031,0.34256,0.16,2.0,150.0,2.5,78.12,56254.0,True
2,1,2026-05-12 21:11:22.221176+00:00,2026,0.055689999999999996,0.062,0.209,202.46731411068734,2.5,76.38,15700.0,True
2,2,2026-06-11 21:11:22.221176+00:00,2026,0.061035,0.064,0.292,199.14481576305639,2.5,77.07,16400.0,True
2,3,2026-07-11 21:11:22.221176+00:00,2026,0.066295,0.066,0.375,198.1183027243227,2.5,77.59,17100.0,True
2,4,2026-08-10 21:11:22.221176+00:00,2026,0.07139999999999999,0.068,0.45799999999999996,193.17350950663624,2.5,77.8,17800.0,True
2,5,2026-09-09 21:11:22.221176+00:00,2026,0.07632,0.06999999999999999,0.541,194.19330947624516,2.5,77.64,18500.0,True
2,6,2026-10-09 21:11:22.221176+00:00,2026,0.08109000000000001,0.072,0.624,196.8360620478062,2.5,77.18,19200.0,True
2,7,2026-11-08 21:11:22.221176+00:00,2026,0.08576,0.07691666666666666,0.7070000000000001,191.266092897943,2.5,76.52,19900.0,True
2,8,2026-12-08 21:11:22.221176+00:00,2026,0.09043999999999999,0.07933333333333333,0.7899999999999999,188.18627283427412,2.5,75.88,20600.0,True
2,9,2027-01-07 21:11:22.221176+00:00,2027,0.09520499999999998,0.08175,0.873,189.57810473378044,2.5,75.41,21300.0,True
2,10,2027-02-06 21:11:22.221176+00:00,2027,0.10012499999999999,0.08416666666666667,0.9560000000000001,189.5250380096672,2.5,75.25,22000.0,True
2,11,2027-03-08 21:11:22.221176+00:00,2027,0.10523,0.08658333333333332,1.039,189.43621080246578,2.5,75.46,22700.0,True
2,12,2027-04-07 21:11:22.221176+00:00,2027,0.110485,0.089,1.1219999999999999,189.09853824599782,2.5,75.97,23400.0,True
2,13,2027-05-07 21:11:22.221176+00:00,2027,0.11584000000000001,0.086,1.2049999999999998,187.96677490739447,2.5,76.68,24100.0,True
2,14,2027-06-06 21:11:22.221176+00:00,2027,0.12118500000000001,0.088,1.288,184.90185743753145,2.5,77.37,24800.0,True
2,15,2027-07-06 21:11:22.221176+00:00,2027,0.126445,0.09,1.371,187.3538359064736,2.5,77.89,25500.0,True
2,16,2027-08-05 21:11:22.221176+00:00,2027,0.13155,0.092,1.4539999999999997,181.73400750486843,2.5,78.1,26200.0,True
2,17,2027-09-04 21:11:22.221176+00:00,2027,0.13647,0.094,1.5370000000000001,185.63210816572786,2.5,77.94,26900.0,True
2,18,2027-10-04 21:11:22.221176+00:00,2027,0.141235,0.096,1.6199999999999999,178.8284304762697,2.5,77.47,27600.0,True
2,19,2027-11-03 21:11:22.221176+00:00,2027,0.14591,0.098,1.7029999999999998,179.35921097540256,2.5,76.82,28300.0,True
2,20,2027-12-03 21:11:22.221176+00:00,2027,0.15059000000000003,0.1,1.786,179.94796065547385,2.5,76.18,29000.0,True
2,21,2028-01-02 21:11:22.221176+00:00,2028,0.155355,0.10200000000000001,1.869,178.8987686115733,2.5,75.71,29700.0,True
2,22,2028-02-01 21:11:22.221176+00:00,2028,0.160275,0.104,1.9519999999999997,174.741922366503,2.5,75.55,30400.0,True
2,23,2028-03-02 21:11:22.221176+00:00,2028,0.16538,0.106,2.0,177.1905925935382,2.5,75.76,31100.0,True
2,24,2028-04-01 21:11:22.221176+00:00,2028,0.170635,0.108,2.0,167.1197046951714,2.5,76.27,31800.0,True
2,25,2028-05-01 21:11:22.221176+00:00,2028,0.175985,0.11,2.0,169.91206840694355,2.5,76.97,32500.0,True
2,26,2028-05-31 21:11:22.221176+00:00,2028,0.18134,0.112,2.0,170.44401067901296,2.5,77.68,33200.0,True
2,27,2028-06-30 21:11:22.221176+00:00,2028,0.186595,0.11399999999999999,2.0,172.41419405938282,2.5,78.19,33900.0,True
2,28,2028-07-30 21:11:22.221176+00:00,2028,0.19170000000000004,0.11599999999999999,2.0,172.62618854439572,2.5,78.4,34600.0,True
2,29,2028-08-29 21:11:22.221176+00:00,2028,0.19662,0.118,2.0,166.78999059680913,2.5,78.24,35300.0,True
2,30,2028-09-28 21:11:22.221176+00:00,2028,0.201385,0.12,2.0,167.6652148632857,2.5,77.77,36000.0,True
2,31,2028-10-28 21:11:22.221176+00:00,2028,0.20606000000000002,0.122,2.0,167.96692663761564,2.5,77.12,36700.0,True
2,32,2028-11-27 21:11:22.221176+00:00,2028,0.210735,0.124,2.0,160.44300067486208,2.5,76.47,37400.0,True
2,33,2028-12-27 21:11:22.221176+00:00,2028,0.21550500000000003,0.126,2.0,159.6616377248644,2.5,76.01,38100.0,True
2,34,2029-01-26 21:11:22.221176+00:00,2029,0.220425,0.128,2.0,165.83200145366425,2.5,75.85,38800.0,True
2,35,2029-02-25 21:11:22.221176+00:00,2029,0.22553000000000004,0.13,2.0,159.54075435860543,2.5,76.06,39500.0,True
2,36,2029-03-27 21:11:22.221176+00:00,2029,0.23079,0.132,2.0,159.2407767533211,2.5,76.58,40200.0,True
2,37,2029-04-26 21:11:22.221176+00:00,2029,0.236135,0.134,2.0,158.03131589331056,2.5,77.27,40900.0,True
2,38,2029-05-26 21:11:22.221176+00:00,2029,0.241485,0.136,2.0,152.80922107003298,2.5,77.97,41600.0,True
2,39,2029-06-25 21:11:22.221176+00:00,2029,0.24674500000000002,0.138,2.0,155.84846356514365,2.5,78.49,42300.0,True
2,40,2029-07-25 21:11:22.221176+00:00,2029,0.25185,0.14,2.0,155.62485119771688,2.5,78.7,43000.0,True
2,41,2029-08-24 21:11:22.221176+00:00,2029,0.25677000000000005,0.14200000000000002,2.0,156.1227330245527,2.5,78.54,43700.0,True
2,42,2029-09-23 21:11:22.221176+00:00,2029,0.26154,0.14400000000000002,2.0,156.31929575531214,2.5,78.08,44400.0,True
2,43,2029-10-23 21:11:22.221176+00:00,2029,0.26621,0.14600000000000002,2.0,153.60857635455022,2.5,77.42,45100.0,True
2,44,2029-11-22 21:11:22.221176+00:00,2029,0.270885,0.148,2.0,150.0,2.5,76.77,45800.0,True
2,45,2029-12-22 21:11:22.221176+00:00,2029,0.27565500000000004,0.15,2.0,150.0,2.5,76.31,46500.0,True
2,46,2030-01-21 21:11:22.221176+00:00,2030,0.280575,0.152,2.0,150.0,2.5,76.15,47200.0,True
2,47,2030-02-20 21:11:22.221176+00:00,2030,0.28568000000000005,0.154,2.0,150.0,2.5,76.36,47900.0,True
2,48,2030-03-22 21:11:22.221176+00:00,2030,0.29094,0.156,2.0,150.0,2.5,76.88,48600.0,True
2,49,2030-04-21 21:11:22.221176+00:00,2030,0.29628499999999997,0.158,2.0,150.0,2.5,77.57,49300.0,True
2,50,2030-05-21 21:11:22.221176+00:00,2030,0.301635,0.16,2.0,150.0,2.5,78.27,50000.0,True
2,51,2030-06-20 21:11:22.221176+00:00,2030,0.306895,0.162,2.0,150.0,2.5,78.79,50700.0,True
2,52,2030-07-20 21:11:22.221176+00:00,2030,0.312,0.164,2.0,150.0,2.5,79.0,51400.0,True
2,53,2030-08-19 21:11:22.221176+00:00,2030,0.31692,0.16599999999999998,2.0,150.0,2.5,78.84,52100.0,True
2,54,2030-09-18 21:11:22.221176+00:00,2030,0.321685,0.16799999999999998,2.0,150.0,2.5,78.37,52800.0,True
2,55,2030-10-18 21:11:22.221176+00:00,2030,0.32636,0.16999999999999998,2.0,150.0,2.5,77.72,53500.0,True
2,56,2030-11-17 21:11:22.221176+00:00,2030,0.33104,0.172,2.0,150.0,2.5,77.08,54200.0,True
2,57,2030-12-17 21:11:22.221176+00:00,2030,0.335805,0.174,2.0,150.0,2.5,76.61,54900.0,True
2,58,2031-01-16 21:11:22.221176+00:00,2031,0.34072499999999994,0.176,2.0,150.0,2.5,76.45,55600.0,True
2,59,2031-02-15 21:11:22.221176+00:00,2031,0.34582999999999997,0.178,2.0,150.0,2.5,76.66,56300.0,True
2,60,2031-03-17 21:11:22.221176+00:00,2031,0.35108999999999996,0.18,2.0,150.0,2.5,77.18,57000.0,True
